id,Respondent.Race,White,Black,Jewish,Hispanic,Asian
1251,White,NA,NA,NA,NA,NA
2320,White,60,45,30,30,20
2571,White,NA,NA,NA,NA,NA
719,White,NA,NA,NA,NA,NA
1895,White,NA,NA,NA,NA,NA
1059,White,NA,NA,NA,NA,NA
2013,White,NA,NA,NA,NA,NA
1325,White,NA,NA,NA,NA,NA
1487,White,NA,NA,NA,NA,NA
2032,White,65,20,5,10,5
545,White,NA,NA,NA,NA,NA
1909,White,NA,NA,NA,NA,NA
539,White,NA,NA,NA,NA,NA
468,Other,NA,NA,NA,NA,NA
781,White,NA,NA,NA,NA,NA
2720,White,60,30,5,25,5
2081,White,NA,NA,NA,NA,NA
707,White,NA,NA,NA,NA,NA
191,White,NA,NA,NA,NA,NA
613,White,NA,NA,NA,NA,NA
2696,White,60,35,NA,NA,NA
1747,White,NA,NA,NA,NA,NA
761,White,NA,NA,NA,NA,NA
2597,White,NA,NA,NA,NA,NA
1815,White,NA,NA,NA,NA,NA
1141,White,NA,NA,NA,NA,NA
1076,Other,NA,NA,NA,NA,NA
1567,White,NA,NA,NA,NA,NA
165,White,50,30,NA,10,10
2456,Other,NA,NA,NA,NA,NA
581,Black,30,18,15,15,20
2423,White,NA,NA,NA,NA,NA
2479,White,NA,NA,NA,NA,NA
929,White,NA,NA,NA,NA,NA
1753,White,60,30,15,20,10
1017,White,NA,NA,NA,NA,NA
1363,White,NA,NA,NA,NA,NA
1342,Other,NA,NA,NA,NA,NA
664,White,45,20,15,15,10
507,White,NA,NA,NA,NA,NA
2374,White,60,70,NA,50,50
1573,White,NA,NA,NA,NA,NA
1496,White,55,30,8,12,4
111,White,NA,NA,NA,NA,NA
955,White,NA,NA,NA,NA,NA
589,White,NA,NA,NA,NA,NA
1635,White,NA,NA,NA,NA,NA
1461,White,70,29,1,20,15
2049,White,64,25,10,10,10
2134,Other,NA,NA,NA,NA,NA
2283,White,50,30,10,50,15
1089,White,55,40,50,25,25
2488,Other,NA,NA,NA,NA,NA
2665,White,NA,NA,NA,NA,NA
211,White,NA,NA,NA,NA,NA
2639,White,NA,NA,NA,NA,NA
185,White,NA,NA,NA,NA,NA
1378,Black,80,40,40,20,20
1449,White,NA,NA,NA,NA,NA
2299,White,NA,NA,NA,NA,NA
2151,White,NA,NA,NA,NA,NA
1871,White,NA,NA,NA,NA,NA
1078,White,70,12,10,20,5
2447,White,75,45,25,55,55
350,White,63,40,60,65,25
2658,White,75,50,25,25,50
766,White,65,25,10,15,10
1397,Black,40,60,30,25,15
1271,White,NA,NA,NA,NA,NA
2603,White,40,25,10,15,5
1921,White,NA,NA,NA,NA,NA
1762,White,50,40,3,2,2
1977,White,NA,NA,NA,NA,NA
509,White,30,20,10,25,10
380,Other,NA,NA,NA,NA,NA
2349,White,NA,NA,NA,NA,NA
1333,White,NA,NA,NA,NA,NA
1180,Other,NA,NA,NA,NA,NA
267,White,NA,NA,NA,NA,NA
1493,White,NA,NA,NA,NA,NA
2341,Black,60,40,NA,NA,NA
1020,Other,NA,NA,NA,NA,NA
1887,White,60,20,5,15,15
482,White,40,5,20,20,20
25,White,NA,NA,NA,NA,NA
2317,White,NA,NA,NA,NA,NA
1457,White,NA,NA,NA,NA,NA
1127,White,NA,NA,NA,NA,NA
2137,White,NA,NA,NA,NA,NA
329,White,NA,NA,NA,NA,NA
459,White,NA,NA,NA,NA,NA
2122,Other,NA,NA,NA,NA,NA
639,Black,50,33,25,33,25
385,White,NA,NA,NA,NA,NA
1403,White,60,25,35,25,10
769,White,50,15,5,15,15
2091,Black,NA,NA,NA,NA,NA
2339,Black,NA,NA,NA,NA,NA
48,White,40,20,10,30,10
446,White,60,20,10,20,20
1719,Black,NA,NA,NA,NA,NA
238,White,70,13,2,13,8
877,White,50,25,5,10,2
33,Black,NA,NA,NA,NA,NA
257,White,70,35,15,18,10
2439,White,50,20,10,10,10
429,Black,NA,NA,NA,NA,NA
1990,White,30,30,20,30,20
1653,White,60,30,10,20,20
1471,White,60,40,20,30,10
266,White,70,20,NA,10,8
2611,White,70,15,3,10,2
1764,White,80,10,8,2,2
950,White,60,20,10,30,30
1805,White,65,15,NA,15,15
2582,White,50,70,40,70,40
2559,White,70,10,5,10,5
2188,White,40,30,2,20,6
1855,White,70,10,10,15,15
2112,White,NA,NA,NA,NA,NA
1019,Black,NA,NA,NA,NA,NA
442,White,40,30,20,30,30
195,Black,NA,NA,NA,NA,NA
868,White,60,40,60,10,20
449,White,50,20,10,25,7
1820,White,NA,NA,NA,NA,NA
844,White,50,45,5,5,5
1976,White,50,60,40,60,40
1802,White,60,30,20,10,10
1179,Black,NA,NA,NA,NA,NA
1935,Black,NA,NA,NA,NA,NA
1455,White,60,20,5,50,5
594,White,75,20,15,20,20
1742,White,45,30,15,30,30
405,Black,NA,NA,NA,NA,NA
1476,White,40,40,10,10,10
2234,White,70,70,70,70,70
1028,White,40,30,10,50,20
2377,White,70,10,2,10,4
1804,White,75,25,25,25,20
1502,White,70,30,10,10,10
1613,Black,NA,NA,NA,NA,NA
528,White,60,50,30,40,30
2156,White,70,10,5,20,5
579,Black,NA,NA,NA,NA,NA
2692,White,75,25,10,10,10
1640,White,60,20,2,15,5
332,White,60,40,30,50,30
1775,Black,NA,NA,NA,NA,NA
2266,White,NA,NA,NA,NA,NA
2184,White,80,40,30,30,30
226,White,35,20,5,20,10
2593,White,60,30,20,40,30
1769,Black,NA,NA,NA,NA,NA
415,White,70,20,10,25,15
1256,White,70,70,40,90,80
1301,Other,60,60,30,40,40
1714,White,60,20,10,10,10
1693,White,60,25,25,30,20
505,Black,NA,NA,NA,NA,NA
2254,White,35,20,15,10,10
2153,White,65,15,10,20,10
2525,Black,NA,NA,NA,NA,NA
1681,White,60,40,20,50,30
1391,Black,NA,NA,NA,NA,NA
1233,White,50,75,25,25,25
2306,White,50,40,5,2,1
627,Other,80,50,30,60,50
256,White,NA,NA,NA,NA,NA
829,White,30,40,10,10,15
175,White,25,20,25,15,20
1092,White,NA,NA,NA,NA,NA
2388,White,NA,NA,NA,NA,NA
274,White,40,17,8,39,15
1621,White,65,30,30,10,10
684,White,NA,NA,NA,NA,NA
1682,White,NA,NA,NA,NA,NA
112,Black,70,40,20,40,20
2508,Black,85,25,10,20,10
1786,White,NA,NA,NA,NA,NA
212,White,NA,NA,NA,NA,NA
64,White,NA,NA,NA,NA,NA
1220,White,60,30,15,40,30
2087,White,50,25,25,25,20
2671,White,60,30,20,20,15
1402,White,NA,NA,NA,NA,NA
1540,White,60,15,5,25,2
696,White,NA,NA,NA,NA,NA
622,White,NA,NA,NA,NA,NA
270,Black,20,30,20,20,20
962,White,NA,NA,NA,NA,NA
534,White,NA,NA,NA,NA,NA
280,Black,70,40,20,30,50
2654,White,NA,NA,NA,NA,NA
2314,White,NA,NA,NA,NA,NA
1772,Black,50,50,50,50,50
318,White,NA,NA,NA,NA,NA
1352,White,50,20,10,25,10
386,White,NA,NA,NA,NA,NA
2583,White,50,30,30,10,5
1897,White,60,40,35,15,15
2574,White,NA,NA,NA,NA,NA
2802,White,NA,NA,NA,NA,NA
746,White,NA,NA,NA,NA,NA
63,Black,65,13,NA,12,7
2214,White,NA,NA,NA,NA,NA
2816,White,NA,NA,NA,NA,NA
1839,Other,NA,NA,NA,NA,NA
726,White,NA,NA,NA,NA,NA
102,White,NA,NA,NA,NA,NA
1278,White,NA,NA,NA,NA,NA
14,White,NA,NA,NA,NA,NA
1910,White,NA,NA,NA,NA,NA
26,White,NA,NA,NA,NA,NA
108,White,NA,NA,NA,NA,NA
2672,White,NA,NA,NA,NA,NA
2338,White,NA,NA,NA,NA,NA
439,Other,NA,NA,NA,NA,NA
621,Other,60,35,30,35,35
164,White,NA,NA,NA,NA,NA
876,White,NA,NA,NA,NA,NA
625,White,75,12,3,10,5
1113,White,60,20,5,5,3
830,White,60,15,5,20,15
1998,White,NA,NA,NA,NA,NA
1216,White,NA,NA,NA,NA,NA
132,White,NA,NA,NA,NA,NA
838,White,NA,NA,NA,NA,NA
392,White,NA,NA,NA,NA,NA
1130,White,NA,NA,NA,NA,NA
2406,White,NA,NA,NA,NA,NA
1558,White,NA,NA,NA,NA,NA
2432,White,55,20,1,25,10
1662,White,NA,NA,NA,NA,NA
690,White,NA,NA,NA,NA,NA
587,Other,NA,NA,NA,NA,NA
1101,Other,25,25,10,25,10
1248,White,NA,NA,NA,NA,NA
1922,White,NA,NA,NA,NA,NA
2512,White,NA,NA,NA,NA,NA
626,Black,90,10,10,10,10
2028,White,NA,NA,NA,NA,NA
2308,White,NA,NA,NA,NA,NA
2418,White,NA,NA,NA,NA,NA
2258,White,NA,NA,NA,NA,NA
186,White,70,20,10,30,25
2382,White,NA,NA,NA,NA,NA
1260,White,NA,NA,NA,NA,NA
2,White,NA,NA,NA,NA,NA
241,White,70,25,10,10,10
1928,White,NA,NA,NA,NA,NA
348,White,NA,NA,NA,NA,NA
1966,White,NA,NA,NA,NA,NA
743,White,70,20,1,5,5
100,White,NA,NA,NA,NA,NA
2660,White,NA,NA,NA,NA,NA
2046,White,NA,NA,NA,NA,NA
2430,White,NA,NA,NA,NA,NA
2604,White,NA,NA,NA,NA,NA
1854,White,15,15,15,15,15
2176,White,NA,NA,NA,NA,NA
796,White,NA,NA,NA,NA,NA
734,White,NA,NA,NA,NA,NA
2474,White,NA,NA,NA,NA,NA
569,Other,NA,NA,NA,NA,NA
218,White,NA,NA,NA,NA,NA
980,White,NA,NA,NA,NA,NA
1068,White,NA,NA,NA,NA,NA
591,White,60,30,40,30,30
1336,White,20,20,20,20,20
1770,Black,NA,NA,NA,NA,NA
1144,Black,NA,NA,NA,NA,NA
2641,White,50,30,20,10,20
2042,White,65,30,15,15,15
1062,Other,40,25,5,50,10
290,Black,NA,NA,NA,NA,NA
2730,Black,NA,NA,NA,NA,NA
1785,White,75,15,5,6,5
376,Black,NA,NA,NA,NA,NA
2106,Black,NA,NA,NA,NA,NA
2462,White,70,15,40,20,15
1341,White,80,10,3,15,10
687,White,50,40,30,40,30
2657,White,75,25,10,10,10
925,White,80,80,NA,20,20
2055,White,80,20,30,40,20
1246,White,60,20,20,10,10
2775,White,80,11,1,7,3
2520,Black,NA,NA,NA,NA,NA
1386,Black,NA,NA,NA,NA,NA
425,White,80,50,80,80,80
476,Black,NA,NA,NA,NA,NA
978,White,60,40,10,30,20
2733,White,55,20,8,10,5
1148,White,50,30,30,20,10
2645,White,60,30,30,20,30
670,White,70,15,5,5,5
943,Black,90,70,60,65,40
278,Black,NA,NA,NA,NA,NA
2056,Black,NA,NA,NA,NA,NA
1906,White,60,35,3,10,8
2771,White,NA,NA,NA,NA,NA
854,Black,NA,NA,NA,NA,NA
1025,White,30,50,20,30,60
72,Black,NA,NA,NA,NA,NA
2539,White,60,20,0,10,20
134,Black,NA,NA,NA,NA,NA
933,White,30,50,20,60,30
201,Black,75,70,60,50,50
1307,White,40,10,5,25,10
295,White,50,30,20,40,30
1844,Black,NA,NA,NA,NA,NA
1095,White,60,15,5,20,10
550,Black,NA,NA,NA,NA,NA
138,White,50,15,25,35,15
1077,White,60,15,10,15,10
762,White,60,20,5,5,2
2670,White,60,50,40,40,30
1852,White,80,12,5,8,3
1674,White,75,12,1,15,5
2498,Black,65,45,20,30,15
740,White,60,70,NA,8,8
301,Black,60,25,10,20,10
2766,White,75,15,10,5,5
2391,White,50,15,3,30,10
114,Other,70,25,2,2,1
1102,White,70,NA,NA,20,20
2203,Black,70,40,30,35,20
1564,White,75,33,30,17,15
2532,White,60,20,NA,15,5
537,Other,60,20,30,15,5
1174,White,80,20,NA,NA,NA
2817,White,60,30,20,30,20
2110,White,NA,NA,NA,NA,NA
1666,White,70,NA,NA,NA,NA
1920,White,85,20,10,20,15
2246,White,NA,NA,NA,NA,NA
327,White,72,13,3,12,4
239,White,52,25,25,40,30
1050,Other,75,60,20,85,20
1445,White,60,35,10,10,5
1584,White,60,30,35,15,10
2567,White,60,25,15,10,10
2272,White,70,15,5,5,3
1327,White,50,30,5,10,5
2491,White,60,40,5,10,5
2731,White,60,50,0,50,20
1581,Black,NA,NA,NA,NA,NA
1551,White,50,30,10,5,5
1098,White,55,45,40,40,30
1446,White,75,25,30,30,30
1425,Black,NA,NA,NA,NA,NA
1513,Black,NA,NA,NA,NA,NA
1607,White,40,50,30,40,40
1443,Black,90,10,20,5,90
1375,Black,NA,NA,NA,NA,NA
2280,White,40,35,8,10,25
1510,White,65,40,15,35,15
1975,White,60,20,10,15,15
2426,White,60,30,20,20,20
1237,Black,63,21,17,21,13
688,White,60,30,10,50,40
143,Black,NA,NA,NA,NA,NA
899,White,95,95,80,95,95
560,White,75,50,NA,25,25
1267,White,80,60,NA,70,40
856,White,70,20,10,10,4
2334,Black,65,10,NA,NA,NA
2185,White,50,25,NA,NA,NA
1191,Black,NA,NA,NA,NA,NA
341,White,70,30,20,30,30
223,White,80,10,30,12,4
819,Black,NA,NA,NA,NA,NA
2398,White,45,20,0,15,10
2026,White,50,14,12,20,10
1221,Black,NA,NA,NA,NA,NA
43,Black,NA,NA,NA,NA,NA
90,White,50,25,25,25,25
1761,White,65,11,3,13,8
2200,White,60,60,10,25,15
1702,White,85,45,50,80,10
1541,White,65,48,7,35,20
1955,White,NA,NA,NA,NA,NA
821,White,NA,NA,NA,NA,NA
853,White,NA,NA,NA,NA,NA
2631,White,NA,NA,NA,NA,NA
1724,Black,65,30,15,20,10
1881,White,NA,NA,NA,NA,NA
1763,White,NA,NA,NA,NA,NA
946,White,40,25,25,20,15
2099,White,NA,NA,NA,NA,NA
2773,White,NA,NA,NA,NA,NA
1677,White,NA,NA,NA,NA,NA
744,White,70,30,5,30,10
1730,Other,NA,NA,NA,NA,NA
2643,White,NA,NA,NA,NA,NA
251,White,NA,NA,NA,NA,NA
735,White,NA,NA,NA,NA,NA
10,White,65,10,2,10,10
1435,White,NA,NA,NA,NA,NA
1207,White,NA,NA,NA,NA,NA
141,White,NA,NA,NA,NA,NA
2004,White,60,30,10,15,10
1006,White,50,25,15,20,15
1151,White,NA,NA,NA,NA,NA
982,White,60,30,5,5,5
723,White,NA,NA,NA,NA,NA
1275,White,NA,NA,NA,NA,NA
2073,Black,NA,NA,10,NA,NA
1429,White,NA,NA,NA,NA,NA
1361,White,NA,NA,NA,NA,NA
1483,Black,50,50,50,50,50
637,White,NA,NA,NA,NA,NA
3,White,NA,NA,NA,NA,NA
1553,White,NA,NA,NA,NA,NA
287,Black,40,15,20,20,3
2743,White,NA,NA,NA,NA,NA
59,White,NA,NA,NA,NA,NA
2687,White,NA,NA,NA,NA,NA
2031,White,NA,NA,NA,NA,NA
2247,White,NA,NA,NA,NA,NA
357,White,NA,NA,NA,NA,NA
847,White,NA,NA,NA,NA,NA
697,White,NA,NA,NA,NA,NA
1810,Other,NA,NA,NA,NA,NA
2154,White,50,20,20,20,15
2758,White,45,45,20,45,30
215,White,NA,NA,NA,NA,NA
2079,White,NA,NA,NA,NA,NA
2725,White,NA,NA,NA,NA,NA
1727,White,NA,NA,NA,NA,NA
499,Black,NA,NA,NA,NA,NA
431,White,NA,NA,NA,NA,NA
2277,White,50,30,30,25,20
611,White,NA,NA,NA,NA,NA
720,Other,NA,NA,NA,NA,NA
2186,White,30,75,60,75,45
2359,White,NA,NA,NA,NA,NA
2179,White,75,15,3,7,3
815,White,NA,NA,NA,NA,NA
1299,White,NA,NA,NA,NA,NA
2048,White,40,30,15,55,25
109,White,NA,NA,NA,NA,NA
531,White,NA,NA,NA,NA,NA
2663,White,NA,NA,NA,NA,NA
552,Other,NA,NA,NA,NA,NA
1155,White,60,25,20,15,15
2625,White,NA,NA,NA,NA,NA
921,White,NA,NA,NA,NA,NA
493,White,NA,NA,NA,NA,NA
2530,Other,NA,NA,NA,NA,NA
407,White,NA,NA,NA,NA,NA
753,White,NA,NA,NA,NA,NA
275,Black,50,60,40,60,40
2303,White,NA,NA,NA,NA,NA
1591,White,NA,NA,NA,NA,NA
685,White,NA,NA,NA,NA,NA
1875,White,NA,NA,NA,NA,NA
248,Other,NA,NA,NA,NA,NA
1931,Black,30,30,10,20,20
586,White,60,15,5,15,10
98,White,60,15,5,20,5
2395,White,NA,NA,NA,NA,NA
1582,White,65,NA,NA,NA,NA
997,White,70,20,2,5,2
849,White,65,25,NA,15,15
1715,White,NA,NA,NA,NA,NA
258,White,75,12,15,15,8
2678,White,65,30,2,3,1
2222,White,40,40,5,15,5
1683,White,NA,NA,NA,NA,NA
1776,Black,70,20,10,10,2
1329,White,NA,NA,NA,NA,NA
221,White,NA,NA,NA,NA,NA
2111,White,NA,NA,NA,NA,NA
227,White,NA,NA,NA,NA,NA
1961,Other,NA,NA,NA,NA,NA
1388,White,NA,NA,NA,NA,NA
2682,White,NA,NA,NA,NA,NA
1958,White,NA,NA,NA,NA,NA
462,White,60,20,15,30,30
2738,White,NA,NA,NA,NA,NA
979,White,70,15,5,10,5
1474,White,NA,NA,NA,NA,NA
1654,White,NA,NA,NA,NA,NA
2150,White,NA,NA,NA,NA,NA
1994,Black,20,50,10,5,5
886,White,NA,NA,NA,NA,NA
652,White,75,65,55,65,55
372,White,NA,NA,NA,NA,NA
1270,White,NA,NA,NA,NA,NA
2549,Black,50,50,10,50,20
2770,White,NA,NA,NA,NA,NA
316,White,NA,NA,NA,NA,NA
2138,White,NA,NA,NA,NA,NA
1360,Black,30,30,10,10,10
1548,White,NA,NA,NA,NA,NA
812,White,NA,NA,NA,NA,NA
1240,White,NA,NA,NA,NA,NA
1208,White,NA,NA,NA,NA,NA
1803,White,75,15,5,5,5
2744,White,NA,NA,NA,NA,NA
605,Other,NA,NA,NA,NA,NA
1232,White,NA,NA,NA,NA,NA
2782,White,NA,NA,NA,NA,NA
508,White,NA,NA,NA,NA,NA
1060,White,NA,NA,NA,NA,NA
1108,White,NA,NA,NA,NA,NA
2038,White,NA,NA,NA,NA,NA
972,White,NA,NA,NA,NA,NA
1926,White,NA,NA,NA,NA,NA
118,White,NA,NA,NA,NA,NA
458,White,NA,NA,NA,NA,NA
1680,White,NA,NA,NA,NA,NA
1893,Other,NA,NA,NA,NA,NA
1952,White,NA,NA,NA,NA,NA
340,White,NA,NA,NA,NA,NA
402,White,NA,NA,NA,NA,NA
478,White,75,25,25,25,25
2274,White,65,35,15,40,20
1123,White,7,2,5,6,1
75,Black,50,75,75,50,50
366,White,NA,NA,NA,NA,NA
2469,White,50,10,10,10,5
754,White,40,14,4,20,5
1546,Other,60,15,5,20,5
1184,White,NA,NA,NA,NA,NA
2312,White,NA,NA,NA,NA,NA
1122,White,NA,NA,NA,NA,NA
1826,White,30,20,10,20,15
1884,White,NA,NA,NA,NA,NA
2596,White,NA,NA,NA,NA,NA
998,White,NA,NA,NA,NA,NA
1456,White,NA,NA,NA,NA,NA
1523,White,70,30,15,25,25
1294,White,NA,NA,NA,NA,NA
942,White,NA,NA,NA,NA,NA
1663,White,45,75,7,6,8
1005,White,60,20,15,5,5
192,White,NA,NA,NA,NA,NA
1864,White,NA,NA,NA,NA,NA
1489,White,45,25,10,25,20
1879,White,70,70,5,20,8
1217,Other,NA,NA,NA,NA,NA
438,White,70,50,30,65,60
600,White,NA,NA,NA,NA,NA
2218,White,NA,NA,NA,NA,NA
322,White,NA,NA,NA,NA,NA
1790,White,NA,NA,NA,NA,NA
792,White,NA,NA,NA,NA,NA
1796,White,NA,NA,NA,NA,NA
1222,White,70,20,NA,10,5
2708,White,NA,NA,NA,NA,NA
1716,White,NA,NA,NA,NA,NA
1574,White,NA,NA,NA,NA,NA
912,White,75,50,NA,55,45
1450,White,NA,NA,NA,NA,NA
117,White,70,25,10,15,5
1172,White,65,40,20,30,20
774,White,NA,NA,NA,NA,NA
99,White,60,10,18,4,1
2392,White,NA,NA,NA,NA,NA
842,White,NA,NA,NA,NA,NA
1176,White,60,10,5,10,10
1258,White,NA,NA,NA,NA,NA
1518,White,NA,NA,NA,NA,NA
1964,White,NA,NA,NA,NA,NA
416,White,NA,NA,NA,NA,NA
1022,White,NA,NA,NA,NA,NA
68,White,NA,NA,NA,NA,NA
260,White,NA,NA,NA,NA,NA
2324,White,NA,NA,NA,NA,NA
346,White,NA,NA,NA,NA,NA
261,White,50,30,NA,25,NA
1480,White,NA,NA,NA,NA,NA
440,White,NA,NA,NA,NA,NA
204,White,NA,NA,NA,NA,NA
1537,Black,75,80,25,35,25
136,White,NA,NA,NA,NA,NA
1686,White,NA,NA,NA,NA,NA
1206,White,80,10,5,10,10
1692,White,NA,NA,NA,NA,NA
1335,White,60,30,5,20,10
659,White,70,60,70,70,60
724,Other,60,40,30,50,30
846,White,50,50,30,25,25
1160,White,65,38,29,30,30
1579,White,40,40,5,30,15
1417,White,70,60,30,30,20
2022,Black,NA,NA,NA,NA,NA
2220,Other,70,20,5,10,5
487,White,NA,NA,NA,NA,NA
756,White,70,20,2,6,6
575,White,NA,NA,NA,NA,NA
2807,White,48,50,10,50,20
532,White,60,50,NA,30,30
2072,Black,NA,NA,NA,NA,NA
1284,White,30,20,10,30,30
2060,Black,NA,NA,NA,NA,NA
2621,Other,70,NA,NA,NA,20
2458,White,50,20,20,20,30
2472,White,30,25,25,10,10
158,White,35,40,20,25,40
84,Black,NA,NA,NA,NA,NA
1201,White,80,10,5,5,2
1552,Other,40,40,NA,30,NA
956,White,80,10,5,10,7
903,White,75,15,5,10,5
1027,White,100,40,NA,25,15
1706,Black,NA,NA,NA,NA,NA
2123,White,60,20,4,10,4
1350,White,40,15,15,20,10
1856,Black,NA,NA,NA,NA,NA
2075,Other,45,20,20,15,8
1169,White,70,20,1,2,1
1096,Black,60,20,5,15,3
1850,Black,NA,NA,NA,NA,NA
1514,Black,NA,NA,NA,NA,NA
1289,White,70,9,10,5,4
2316,White,75,20,5,10,NA
953,White,45,20,4,45,4
1322,White,40,40,5,10,5
864,Black,NA,NA,NA,NA,NA
2343,Black,40,20,5,10,10
1384,Black,NA,NA,NA,NA,NA
2084,White,40,30,20,20,30
213,White,60,30,10,25,25
2548,Black,75,25,10,15,10
2698,White,40,30,10,10,10
351,White,60,30,20,10,10
693,White,40,20,20,40,10
1774,Black,NA,NA,NA,NA,NA
2694,White,60,20,10,5,5
2090,Black,NA,NA,NA,NA,NA
282,Black,NA,NA,NA,NA,NA
1832,White,40,60,NA,60,30
20,Black,NA,NA,NA,NA,NA
1281,White,65,40,40,40,45
678,Other,25,40,NA,25,NA
2587,White,70,90,40,80,50
210,White,55,25,15,25,20
154,White,75,75,50,50,50
1209,Black,60,20,5,10,10
76,Black,NA,NA,NA,NA,NA
1125,White,50,50,30,40,40
538,White,70,20,NA,10,10
331,White,60,30,30,30,20
35,White,30,35,20,30,20
1173,White,NA,NA,NA,NA,NA
1908,Other,NA,NA,NA,NA,NA
1779,Black,60,30,15,40,5
497,White,NA,NA,NA,NA,NA
119,White,NA,NA,NA,NA,NA
1117,White,NA,NA,NA,NA,NA
401,White,100,75,80,100,60
441,White,NA,NA,NA,NA,NA
2785,White,50,25,15,15,10
2221,White,NA,NA,NA,NA,NA
1953,White,NA,NA,NA,NA,NA
1631,White,50,30,7,10,10
369,White,50,20,30,40,15
1365,White,NA,NA,NA,NA,NA
651,Black,60,20,10,10,10
2673,White,NA,NA,NA,NA,NA
1291,White,NA,NA,NA,NA,NA
2701,White,65,40,10,30,10
2238,White,30,20,5,20,10
2449,White,NA,NA,NA,NA,NA
999,White,NA,NA,NA,NA,NA
1781,White,NA,NA,NA,NA,NA
339,White,40,25,20,30,20
2189,White,NA,NA,NA,NA,NA
2537,White,NA,NA,NA,NA,NA
2053,White,NA,NA,NA,NA,NA
455,White,NA,NA,NA,NA,NA
1898,White,70,40,10,10,15
1265,White,NA,NA,NA,NA,NA
27,White,NA,NA,NA,NA,NA
2715,White,50,20,20,30,15
2691,White,NA,NA,NA,NA,NA
2635,White,NA,NA,NA,NA,NA
1703,White,48,23,19,22,7
2557,White,75,25,15,20,20
949,White,NA,NA,NA,NA,NA
2618,White,60,20,10,10,5
809,White,60,15,10,10,20
2653,White,NA,NA,NA,NA,NA
2777,White,NA,NA,NA,NA,NA
1619,White,NA,NA,NA,NA,NA
1253,White,NA,NA,NA,NA,NA
2327,Black,50,50,20,40,30
739,White,NA,NA,NA,NA,NA
683,White,NA,NA,NA,NA,NA
615,White,NA,NA,NA,NA,NA
778,White,75,30,15,45,20
2415,White,50,35,10,25,15
641,White,NA,NA,NA,NA,NA
1571,White,52,40,15,10,10
1439,White,NA,NA,NA,NA,NA
645,White,60,35,20,30,10
704,White,60,13,5,18,13
2757,White,50,30,15,25,15
1993,Black,20,30,20,20,20
2047,White,NA,NA,NA,NA,NA
2693,White,80,10,NA,NA,NA
1197,White,NA,NA,NA,NA,NA
2357,White,NA,NA,NA,NA,NA
333,White,70,20,10,20,15
709,White,NA,NA,NA,NA,NA
2413,White,NA,NA,NA,NA,NA
2205,White,50,25,10,15,15
1157,White,30,35,NA,40,NA
987,White,NA,NA,NA,NA,NA
2387,White,NA,NA,NA,NA,NA
2251,White,NA,NA,NA,NA,NA
2566,White,55,10,10,7,3
968,White,50,30,20,40,25
1813,White,70,20,10,10,5
2529,White,80,30,NA,5,5
695,White,NA,NA,NA,NA,NA
1731,White,NA,NA,NA,NA,NA
1031,White,NA,NA,NA,NA,NA
909,White,80,70,NA,80,30
1532,White,80,10,3,2,2
2149,White,80,10,NA,10,5
1539,White,NA,NA,NA,NA,NA
1951,White,70,40,25,25,15
2215,White,NA,NA,NA,NA,NA
2105,Black,70,20,0,10,10
97,White,95,93,80,90,65
2661,White,NA,NA,NA,NA,NA
572,Other,40,20,8,20,15
771,White,NA,NA,NA,NA,NA
1542,Other,70,10,5,5,5
1725,White,70,30,30,35,30
1643,White,NA,NA,NA,NA,NA
2404,Black,40,40,10,5,5
2647,White,NA,NA,NA,NA,NA
1637,White,NA,NA,NA,NA,NA
957,White,NA,NA,NA,NA,NA
969,White,NA,NA,NA,NA,NA
2009,White,NA,NA,NA,NA,NA
789,White,NA,NA,NA,NA,NA
2095,Black,NA,NA,NA,NA,NA
2502,Black,75,75,10,10,10
2703,White,NA,NA,NA,NA,NA
408,Other,NA,NA,NA,NA,NA
2264,White,50,25,2,2,2
1086,White,60,30,5,20,15
1407,White,80,12,1,10,5
535,Other,40,70,30,90,40
2623,White,60,50,40,50,40
1105,White,35,20,10,15,20
2225,White,70,50,20,40,20
1008,White,70,40,20,40,40
1356,White,25,35,NA,35,20
897,Black,NA,NA,NA,NA,NA
845,White,60,30,5,5,4
666,White,28,28,18,18,18
277,Black,NA,NA,NA,NA,NA
2076,White,40,40,10,20,20
2615,White,65,20,5,5,5
1497,Black,NA,NA,NA,NA,NA
1981,Black,NA,NA,NA,NA,NA
679,Black,NA,NA,NA,NA,NA
1441,Black,55,25,7,25,7
2069,Black,NA,NA,NA,NA,NA
1778,White,50,50,40,40,30
2492,White,50,60,50,40,30
152,Other,50,50,20,40,20
144,White,50,50,20,20,30
1736,White,60,30,10,30,20
1279,White,40,30,15,15,20
1254,White,50,50,30,50,NA
2752,White,NA,NA,NA,NA,NA
85,Black,NA,NA,NA,NA,NA
1528,White,65,55,50,20,20
2420,White,55,13,6,20,12
2393,White,60,40,40,50,30
219,Other,60,30,7,15,10
777,White,62,34,8,12,8
533,Other,60,60,NA,NA,10
1878,White,65,10,3,15,5
129,Black,NA,NA,NA,NA,NA
1357,White,70,60,30,20,20
465,White,60,20,2,1,5
383,White,60,10,5,15,10
2575,Black,67,40,20,30,30
79,Black,NA,NA,NA,NA,NA
1381,Black,NA,NA,NA,NA,NA
315,Black,NA,NA,NA,NA,NA
1462,White,75,12,25,12,10
2003,White,63,16,8,16,5
1806,White,60,20,10,30,30
1485,Black,NA,NA,NA,NA,NA
2550,White,NA,NA,NA,NA,NA
